V1,link,ticker,market,parentid,fullname,source,code,updates,date,updated,URL,ticker
"http://s.cafef.vn/upcom/SEP-cong-ty-co-phan-tong-cong-ty-thuong-mai-quang-tri.chn,CenterName:UpCom,Symbol:SEP,TradeCenterID:9,ChangePrice:0,VonHoa:103.32,ChangeVolume:0,EPS:2.98997108464286,PE:4.1137521573956,Beta:0,Price:12.3,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Tong Cong ty Thuong mai Quang Tri,ParentCategoryId:346},",upcom/SEP-cong-ty-co-phan-tong-cong-ty-thuong-mai-quang-tri.chn,SEP,UPC,346,Cong ty Co phan Tong Cong ty Thuong mai Quang Tri,CAF,STKVNSEP,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/SEP-cong-ty-co-phan-tong-cong-ty-thuong-mai-quang-tri.chn,
"http://s.cafef.vn/hose/SFC-cong-ty-co-phan-nhien-lieu-sai-gon.chn,CenterName:HSX,Symbol:SFC,TradeCenterID:1,ChangePrice:-2.051282051282044,VonHoa:214.5850429,ChangeVolume:40,EPS:1.84309302668784,PE:10.3630146299908,Beta:0.185150638932935,Price:19.1,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Nhien lieu Sai Gon,ParentCategoryId:340},",hose/SFC-cong-ty-co-phan-nhien-lieu-sai-gon.chn,SFC,HSX,340,Cong ty Co phan Nhien lieu Sai Gon,CAF,STKVNSFC,2022-12-30,2022-12-29,,https://s.cafef.vn/hose/SFC-cong-ty-co-phan-nhien-lieu-sai-gon.chn,
"http://s.cafef.vn/hose/SFG-cong-ty-co-phan-phan-bon-mien-nam.chn,CenterName:HSX,Symbol:SFG,TradeCenterID:1,ChangePrice:-0.94836670179135785,VonHoa:450.2349302,ChangeVolume:-90.536277602523654,EPS:1.42562963616367,PE:6.59357785609393,Beta:0.487447346251053,Price:9.4,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Phan bon Mien Nam,ParentCategoryId:338},",hose/SFG-cong-ty-co-phan-phan-bon-mien-nam.chn,SFG,HSX,338,Cong ty Co phan Phan bon Mien Nam,CAF,STKVNSFG,2022-12-30,2022-12-29,,https://s.cafef.vn/hose/SFG-cong-ty-co-phan-phan-bon-mien-nam.chn,
"http://s.cafef.vn/hose/SFI-cong-ty-co-phan-dai-ly-van-tai-safi.chn,CenterName:HSX,Symbol:SFI,TradeCenterID:1,ChangePrice:0,VonHoa:728.839122,ChangeVolume:13.79800853485064,EPS:13.3831060122881,PE:2.46579530713574,Beta:0.711594067717564,Price:33,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Đai ly Van tai SAFI,ParentCategoryId:343},",hose/SFI-cong-ty-co-phan-dai-ly-van-tai-safi.chn,SFI,HSX,343,Cong ty Co phan Đai ly Van tai SAFI,CAF,STKVNSFI,2022-12-30,2022-12-29,,https://s.cafef.vn/hose/SFI-cong-ty-co-phan-dai-ly-van-tai-safi.chn,
"http://s.cafef.vn/hastc/SFN-cong-ty-co-phan-det-luoi-sai-gon.chn,CenterName:HNX,Symbol:SFN,TradeCenterID:2,ChangePrice:0,VonHoa:64.443375,ChangeVolume:0,EPS:5.69592195031685,PE:3.95019457714802,Beta:0.101656296555955,Price:22.5,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Det luoi Sai Gon,ParentCategoryId:338},",hastc/SFN-cong-ty-co-phan-det-luoi-sai-gon.chn,SFN,HNX,338,Cong ty Co phan Det luoi Sai Gon,CAF,STKVNSFN,2022-12-30,2022-12-29,,https://s.cafef.vn/hastc/SFN-cong-ty-co-phan-det-luoi-sai-gon.chn,
"http://s.cafef.vn/upcom/SGB-ngan-hang-tmcp-sai-gon-cong-thuong.chn,CenterName:UpCom,Symbol:SGB,TradeCenterID:9,ChangePrice:-2.3076923076923128,VonHoa:3911.6,ChangeVolume:-70.953271028037378,EPS:0.489074675324675,PE:25.967404653633,Beta:0,Price:12.7,UpdatedDate:\/Date(1671780312385)\/,FullName:Ngan hang TMCP Sai Gon Cong thuong,ParentCategoryId:341},",upcom/SGB-ngan-hang-tmcp-sai-gon-cong-thuong.chn,SGB,UPC,341,Ngan hang TMCP Sai Gon Cong thuong,CAF,STKVNSGB,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/SGB-ngan-hang-tmcp-sai-gon-cong-thuong.chn,
"http://s.cafef.vn/hastc/SGC-cong-ty-co-phan-xuat-nhap-khau-sa-giang.chn,CenterName:HNX,Symbol:SGC,TradeCenterID:2,ChangePrice:0,VonHoa:650.42978,ChangeVolume:0,EPS:8.52431216103912,PE:10.6753481431524,Beta:0.582245201998072,Price:91,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Xuat nhap khau Sa Giang ,ParentCategoryId:339},",hastc/SGC-cong-ty-co-phan-xuat-nhap-khau-sa-giang.chn,SGC,HNX,339,Cong ty Co phan Xuat nhap khau Sa Giang ,CAF,STKVNSGC,2022-12-30,2022-12-29,,https://s.cafef.vn/hastc/SGC-cong-ty-co-phan-xuat-nhap-khau-sa-giang.chn,
"http://s.cafef.vn/hastc/SGD-cong-ty-co-phan-sach-giao-duc-tai-tp-ho-chi-minh.chn,CenterName:HNX,Symbol:SGD,TradeCenterID:2,ChangePrice:0,VonHoa:109.161,ChangeVolume:-100,EPS:0.629946058619837,PE:42.8608126529991,Beta:0.126456927526071,Price:27,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty co phan Sach Giao duc tai T.P Ho Chi Minh,ParentCategoryId:346},",hastc/SGD-cong-ty-co-phan-sach-giao-duc-tai-tp-ho-chi-minh.chn,SGD,HNX,346,Cong ty co phan Sach Giao duc tai T.P Ho Chi Minh,CAF,STKVNSGD,2022-12-30,2022-12-29,,https://s.cafef.vn/hastc/SGD-cong-ty-co-phan-sach-giao-duc-tai-tp-ho-chi-minh.chn,
"http://s.cafef.vn/hastc/SGH-cong-ty-co-phan-khach-san-sai-gon.chn,CenterName:HNX,Symbol:SGH,TradeCenterID:2,ChangePrice:0,VonHoa:432.7435,ChangeVolume:150,EPS:0.529150529436028,PE:66.1437493737428,Beta:0.213322759714512,Price:35,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Khach san Sai Gon,ParentCategoryId:346},",hastc/SGH-cong-ty-co-phan-khach-san-sai-gon.chn,SGH,HNX,346,Cong ty Co phan Khach san Sai Gon,CAF,STKVNSGH,2022-12-30,2022-12-29,,https://s.cafef.vn/hastc/SGH-cong-ty-co-phan-khach-san-sai-gon.chn,
"http://s.cafef.vn/upcom/SGI-cong-ty-co-phan-dau-tu-phat-trien-sai-gon-3-group.chn,CenterName:UpCom,Symbol:SGI,TradeCenterID:9,ChangePrice:-0.50000000000000711,VonHoa:1501.74753,ChangeVolume:-100,EPS:3.37172714678519,PE:5.9020196871428,Beta:0,Price:19.9,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty co phan Đau tu phat trien Sai Gon 3 Group,ParentCategoryId:339},",upcom/SGI-cong-ty-co-phan-dau-tu-phat-trien-sai-gon-3-group.chn,SGI,UPC,339,Cong ty co phan Đau tu phat trien Sai Gon 3 Group,CAF,STKVNSGI,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/SGI-cong-ty-co-phan-dau-tu-phat-trien-sai-gon-3-group.chn,
"http://s.cafef.vn/hose/SGN-cong-ty-co-phan-phuc-vu-mat-dat-sai-gon.chn,CenterName:HSX,Symbol:SGN,TradeCenterID:1,ChangePrice:3.3653846153846181,VonHoa:2162.9166195,ChangeVolume:-28.082191780821919,EPS:3.52498136292651,PE:18.2979690838566,Beta:0,Price:64.5,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty co phan Phục vụ Mạt dát Sài Gòn ,ParentCategoryId:346},",hose/SGN-cong-ty-co-phan-phuc-vu-mat-dat-sai-gon.chn,SGN,HSX,346,Cong ty co phan Phục vụ Mạt dát Sài Gòn ,CAF,STKVNSGN,2022-12-30,2022-12-29,,https://s.cafef.vn/hose/SGN-cong-ty-co-phan-phuc-vu-mat-dat-sai-gon.chn,
"http://s.cafef.vn/upcom/SGO-cong-ty-co-phan-dau-thuc-vat-sai-gon.chn,CenterName:UpCom,Symbol:SGO,TradeCenterID:9,ChangePrice:-12.500000000000011,VonHoa:14,ChangeVolume:400,EPS:-0.0172836364,PE:-40.5007362918141,Beta:0,Price:0.7,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty co phan Dau thuc vat Sai Gon,ParentCategoryId:339},",upcom/SGO-cong-ty-co-phan-dau-thuc-vat-sai-gon.chn,SGO,UPC,339,Cong ty co phan Dau thuc vat Sai Gon,CAF,STKVNSGO,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/SGO-cong-ty-co-phan-dau-thuc-vat-sai-gon.chn,
"http://s.cafef.vn/upcom/SGP-cong-ty-co-phan-cang-sai-gon.chn,CenterName:UpCom,Symbol:SGP,TradeCenterID:9,ChangePrice:-5.468750000000008,VonHoa:2616.9693781,ChangeVolume:34.949000080314832,EPS:3.63883953111262,PE:3.32523594309207,Beta:0,Price:12.1,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Cang Sai Gon,ParentCategoryId:343},",upcom/SGP-cong-ty-co-phan-cang-sai-gon.chn,SGP,UPC,343,Cong ty Co phan Cang Sai Gon,CAF,STKVNSGP,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/SGP-cong-ty-co-phan-cang-sai-gon.chn,
"http://s.cafef.vn/hose/SGR-cong-ty-co-phan-tong-cong-ty-co-phan-dia-oc-sai-gon.chn,CenterName:HSX,Symbol:SGR,TradeCenterID:1,ChangePrice:-2.2222222222222276,VonHoa:791.9998548,ChangeVolume:-43.843031123139376,EPS:4.10655844410238,PE:3.21437042225885,Beta:0,Price:13.2,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty co phan Tong Cong ty co phan Đia oc Sai Gon,ParentCategoryId:345},",hose/SGR-cong-ty-co-phan-tong-cong-ty-co-phan-dia-oc-sai-gon.chn,SGR,HSX,345,Cong ty co phan Tong Cong ty co phan Đia oc Sai Gon,CAF,STKVNSGR,2022-12-30,2022-12-29,,https://s.cafef.vn/hose/SGR-cong-ty-co-phan-tong-cong-ty-co-phan-dia-oc-sai-gon.chn,
"http://s.cafef.vn/upcom/SGS-cong-ty-co-phan-van-tai-bien-sai-gon.chn,CenterName:UpCom,Symbol:SGS,TradeCenterID:9,ChangePrice:0,VonHoa:184.576,ChangeVolume:-100,EPS:3.0857542739251,PE:4.14809439240225,Beta:0.120776620526346,Price:12.8,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Van tai bien Sai Gon,ParentCategoryId:343},",upcom/SGS-cong-ty-co-phan-van-tai-bien-sai-gon.chn,SGS,UPC,343,Cong ty Co phan Van tai bien Sai Gon,CAF,STKVNSGS,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/SGS-cong-ty-co-phan-van-tai-bien-sai-gon.chn,
"http://s.cafef.vn/hose/SGT-cong-ty-co-phan-cong-nghe-vien-thong-sai-gon.chn,CenterName:HSX,Symbol:SGT,TradeCenterID:1,ChangePrice:11.711711711711718,VonHoa:1835.2397792,ChangeVolume:64.9169921875,EPS:1.1557680735457,PE:10.7287961000332,Beta:0.119391847775394,Price:12.4,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Cong nghe Vien thong Sai Gon,ParentCategoryId:347},",hose/SGT-cong-ty-co-phan-cong-nghe-vien-thong-sai-gon.chn,SGT,HSX,347,Cong ty Co phan Cong nghe Vien thong Sai Gon,CAF,STKVNSGT,2022-12-30,2022-12-29,,https://s.cafef.vn/hose/SGT-cong-ty-co-phan-cong-nghe-vien-thong-sai-gon.chn,
"http://s.cafef.vn/hose/SHA-cong-ty-co-phan-son-ha-sai-gon.chn,CenterName:HSX,Symbol:SHA,TradeCenterID:1,ChangePrice:-1.4778325123152616,VonHoa:133.7867,ChangeVolume:11.050328227571116,EPS:0.704471764158225,PE:5.67801323418492,Beta:0.169222679870301,Price:4,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Son Ha Sai Gon,ParentCategoryId:344},",hose/SHA-cong-ty-co-phan-son-ha-sai-gon.chn,SHA,HSX,344,Cong ty Co phan Son Ha Sai Gon,CAF,STKVNSHA,2022-12-30,2022-12-29,,https://s.cafef.vn/hose/SHA-cong-ty-co-phan-son-ha-sai-gon.chn,
"http://s.cafef.vn/hose/SHB-ngan-hang-thuong-mai-co-phan-sai-gon-ha-noi.chn,CenterName:HSX,Symbol:SHB,TradeCenterID:1,ChangePrice:-3.2258064516129004,VonHoa:32115.812064,ChangeVolume:18.768811390118341,EPS:2.67125982693255,PE:3.93072957341529,Beta:0.618525983699939,Price:10.5,UpdatedDate:\/Date(1671780312385)\/,FullName:Ngan hang Thuong mai co phan Sai Gon - Ha Noi,ParentCategoryId:341},",hose/SHB-ngan-hang-thuong-mai-co-phan-sai-gon-ha-noi.chn,SHB,HSX,341,Ngan hang Thuong mai co phan Sai Gon - Ha Noi,CAF,STKVNSHB,2022-12-30,2022-12-29,,https://s.cafef.vn/hose/SHB-ngan-hang-thuong-mai-co-phan-sai-gon-ha-noi.chn,
"http://s.cafef.vn/upcom/SHC-cong-ty-co-phan-hang-hai-sai-gon.chn,CenterName:UpCom,Symbol:SHC,TradeCenterID:9,ChangePrice:0,VonHoa:36.631175,ChangeVolume:0,EPS:0.872187703124456,PE:9.74560862249063,Beta:0.689356748823321,Price:8.5,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Hang Hai Sai Gon,ParentCategoryId:343},",upcom/SHC-cong-ty-co-phan-hang-hai-sai-gon.chn,SHC,UPC,343,Cong ty Co phan Hang Hai Sai Gon,CAF,STKVNSHC,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/SHC-cong-ty-co-phan-hang-hai-sai-gon.chn,
"http://s.cafef.vn/hastc/SHE-cong-ty-co-phan-phat-trien-nang-luong-son-ha.chn,CenterName:HNX,Symbol:SHE,TradeCenterID:2,ChangePrice:-6.4516129032258211,VonHoa:83.3939457,ChangeVolume:59.35103244837758,EPS:2.12036263906086,PE:4.10307172920824,Beta:0,Price:8.7,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Phat trien nang luong Son Ha,ParentCategoryId:340},",hastc/SHE-cong-ty-co-phan-phat-trien-nang-luong-son-ha.chn,SHE,HNX,340,Cong ty Co phan Phat trien nang luong Son Ha,CAF,STKVNSHE,2022-12-30,2022-12-29,,https://s.cafef.vn/hastc/SHE-cong-ty-co-phan-phat-trien-nang-luong-son-ha.chn,
"http://s.cafef.vn/upcom/SHG-tong-cong-ty-co-phan-song-hong.chn,CenterName:UpCom,Symbol:SHG,TradeCenterID:9,ChangePrice:0,VonHoa:84.0923076,ChangeVolume:400,EPS:-1.40420425476943,PE:-1.49550892818283,Beta:0,Price:2.1,UpdatedDate:\/Date(1671780312385)\/,FullName:Tong Cong ty Co phan Song Hong,ParentCategoryId:345},",upcom/SHG-tong-cong-ty-co-phan-song-hong.chn,SHG,UPC,345,Tong Cong ty Co phan Song Hong,CAF,STKVNSHG,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/SHG-tong-cong-ty-co-phan-song-hong.chn,
"http://s.cafef.vn/hose/SHI-cong-ty-co-phan-quoc-te-son-ha.chn,CenterName:HSX,Symbol:SHI,TradeCenterID:1,ChangePrice:-1.3333333333333286,VonHoa:2395.4923172,ChangeVolume:-22.798552472858866,EPS:0.273183648238518,PE:54.1760097847367,Beta:0.890215464975282,Price:14.8,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty co phan Quoc te Son Ha,ParentCategoryId:339},",hose/SHI-cong-ty-co-phan-quoc-te-son-ha.chn,SHI,HSX,339,Cong ty co phan Quoc te Son Ha,CAF,STKVNSHI,2022-12-30,2022-12-29,,https://s.cafef.vn/hose/SHI-cong-ty-co-phan-quoc-te-son-ha.chn,
"http://s.cafef.vn/hastc/SHN-cong-ty-co-phan-dau-tu-tong-hop-ha-noi.chn,CenterName:HNX,Symbol:SHN,TradeCenterID:2,ChangePrice:-4.9382716049382651,VonHoa:997.9750319,ChangeVolume:-70.828471411901987,EPS:0.502127523245304,PE:15.3347499261424,Beta:1.34554377355184,Price:7.7,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Đau tu Tong hop Ha Noi,ParentCategoryId:341},",hastc/SHN-cong-ty-co-phan-dau-tu-tong-hop-ha-noi.chn,SHN,HNX,341,Cong ty Co phan Đau tu Tong hop Ha Noi,CAF,STKVNSHN,2022-12-30,2022-12-29,,https://s.cafef.vn/hastc/SHN-cong-ty-co-phan-dau-tu-tong-hop-ha-noi.chn,
"http://s.cafef.vn/hose/SHP-cong-ty-co-phan-thuy-dien-mien-nam.chn,CenterName:HSX,Symbol:SHP,TradeCenterID:1,ChangePrice:-1.7142857142857115,VonHoa:2611.1238816,ChangeVolume:-92.035742035742032,EPS:3.68047511988809,PE:7.00996451805507,Beta:0.179595674659144,Price:25.8,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty co phan Thuy dien Mien Nam,ParentCategoryId:340},",hose/SHP-cong-ty-co-phan-thuy-dien-mien-nam.chn,SHP,HSX,340,Cong ty co phan Thuy dien Mien Nam,CAF,STKVNSHP,2022-12-30,2022-12-29,,https://s.cafef.vn/hose/SHP-cong-ty-co-phan-thuy-dien-mien-nam.chn,
"http://s.cafef.vn/hastc/SHS-cong-ty-co-phan-chung-khoan-sai-gon-ha-noi.chn,CenterName:HNX,Symbol:SHS,TradeCenterID:2,ChangePrice:-10.1010101010101,VonHoa:7237.0950572,ChangeVolume:23.290686764556021,EPS:0.724727979214124,PE:12.280469714514,Beta:0.997633862062922,Price:8.9,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Chung Khoan Sai Gon Ha Noi,ParentCategoryId:341},",hastc/SHS-cong-ty-co-phan-chung-khoan-sai-gon-ha-noi.chn,SHS,HNX,341,Cong ty Co phan Chung Khoan Sai Gon Ha Noi,CAF,STKVNSHS,2022-12-30,2022-12-29,,https://s.cafef.vn/hastc/SHS-cong-ty-co-phan-chung-khoan-sai-gon-ha-noi.chn,
"http://s.cafef.vn/upcom/SHX-cong-ty-co-phan-sai-gon-hoa-xa.chn,CenterName:UpCom,Symbol:SHX,TradeCenterID:9,ChangePrice:-14.705882352941178,VonHoa:4.988,ChangeVolume:-100,EPS:-6.08440744011628,PE:-0.476628172676184,Beta:0,Price:2.9,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty co phan Sai Gon Hoa xa,ParentCategoryId:339},",upcom/SHX-cong-ty-co-phan-sai-gon-hoa-xa.chn,SHX,UPC,339,Cong ty co phan Sai Gon Hoa xa,CAF,STKVNSHX,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/SHX-cong-ty-co-phan-sai-gon-hoa-xa.chn,
"http://s.cafef.vn/hastc/SIC-cong-ty-co-phan-ani.chn,CenterName:HNX,Symbol:SIC,TradeCenterID:2,ChangePrice:-2.6315789473684208,VonHoa:443.986384,ChangeVolume:-100,EPS:2.60659043710674,PE:7.09739425750929,Beta:0.807291210235737,Price:18.5,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty co phan ANI,ParentCategoryId:345},",hastc/SIC-cong-ty-co-phan-ani.chn,SIC,HNX,345,Cong ty co phan ANI,CAF,STKVNSIC,2022-12-30,2022-12-29,,https://s.cafef.vn/hastc/SIC-cong-ty-co-phan-ani.chn,
"http://s.cafef.vn/upcom/SID-cong-ty-co-phan-dau-tu-phat-trien-sai-gon-coop.chn,CenterName:UpCom,Symbol:SID,TradeCenterID:9,ChangePrice:-1.219512195121947,VonHoa:810,ChangeVolume:58.179848320693388,EPS:0.76908884913,PE:10.5319431027544,Beta:0,Price:8.1,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Đau tu Phat trien Sai Gon Co.op,ParentCategoryId:346},",upcom/SID-cong-ty-co-phan-dau-tu-phat-trien-sai-gon-coop.chn,SID,UPC,346,Cong ty Co phan Đau tu Phat trien Sai Gon Co.op,CAF,STKVNSID,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/SID-cong-ty-co-phan-dau-tu-phat-trien-sai-gon-coop.chn,
"http://s.cafef.vn/upcom/SIG-ctcp-dau-tu-va-thuong-mai-song-da.chn,CenterName:UpCom,Symbol:SIG,TradeCenterID:9,ChangePrice:0,VonHoa:68,ChangeVolume:57.89473684210526,EPS:1.642583182,PE:4.13982078625714,Beta:0,Price:6.8,UpdatedDate:\/Date(1671780312385)\/,FullName:CTCP Đau tu va Thuong mai Song Đa,ParentCategoryId:345},",upcom/SIG-ctcp-dau-tu-va-thuong-mai-song-da.chn,SIG,UPC,345,CTCP Đau tu va Thuong mai Song Đa,CAF,STKVNSIG,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/SIG-ctcp-dau-tu-va-thuong-mai-song-da.chn,
"http://s.cafef.vn/hose/SII-cong-ty-co-phan-ha-tang-nuoc-sai-gon.chn,CenterName:HSX,Symbol:SII,TradeCenterID:1,ChangePrice:-5.1094890510948856,VonHoa:838.787352,ChangeVolume:36.054421768707485,EPS:-1.20393702059065,PE:-10.7979070147891,Beta:0.349874078910549,Price:13,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty co phan Ha tang nuoc Sai Gon,ParentCategoryId:345},",hose/SII-cong-ty-co-phan-ha-tang-nuoc-sai-gon.chn,SII,HSX,345,Cong ty co phan Ha tang nuoc Sai Gon,CAF,STKVNSII,2022-12-30,2022-12-29,,https://s.cafef.vn/hose/SII-cong-ty-co-phan-ha-tang-nuoc-sai-gon.chn,
"http://s.cafef.vn/upcom/SIP-cong-ty-co-phan-dau-tu-sai-gon-vrg.chn,CenterName:UpCom,Symbol:SIP,TradeCenterID:9,ChangePrice:-6.4335664335664262,VonHoa:5947.6873674,ChangeVolume:-33.576404005224205,EPS:8.96384848073576,PE:7.4633122306535,Beta:0,Price:66.9,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty co phan Đau tu Sai Gon VRG,ParentCategoryId:345},",upcom/SIP-cong-ty-co-phan-dau-tu-sai-gon-vrg.chn,SIP,UPC,345,Cong ty co phan Đau tu Sai Gon VRG,CAF,STKVNSIP,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/SIP-cong-ty-co-phan-dau-tu-sai-gon-vrg.chn,
"http://s.cafef.vn/upcom/SIV-cong-ty-co-phan-sivico.chn,CenterName:UpCom,Symbol:SIV,TradeCenterID:9,ChangePrice:-0.2831397047257353,VonHoa:106.939277,ChangeVolume:150,EPS:9.7099467911355,PE:3.65604475118329,Beta:0,Price:35.5,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan SIVICO,ParentCategoryId:344},",upcom/SIV-cong-ty-co-phan-sivico.chn,SIV,UPC,344,Cong ty Co phan SIVICO,CAF,STKVNSIV,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/SIV-cong-ty-co-phan-sivico.chn,
"http://s.cafef.vn/hastc/SJ1-cong-ty-co-phan-nong-nghiep-hung-hau.chn,CenterName:HNX,Symbol:SJ1,TradeCenterID:2,ChangePrice:-18.620689655172409,VonHoa:277.1128992,ChangeVolume:-72.222222222222229,EPS:0.688939940901713,PE:17.1277629579085,Beta:0.456051178687232,Price:11.8,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty co phan Nong nghiep Hung Hau,ParentCategoryId:338},",hastc/SJ1-cong-ty-co-phan-nong-nghiep-hung-hau.chn,SJ1,HNX,338,Cong ty co phan Nong nghiep Hung Hau,CAF,STKVNSJ1,2022-12-30,2022-12-29,,https://s.cafef.vn/hastc/SJ1-cong-ty-co-phan-nong-nghiep-hung-hau.chn,
"http://s.cafef.vn/upcom/SJC-cong-ty-co-phan-song-da-101.chn,CenterName:UpCom,Symbol:SJC,TradeCenterID:9,ChangePrice:-2.85714285714286,VonHoa:94.3130352,ChangeVolume:400.0088815205163,EPS:-33.4796612653433,PE:-0.406216774184574,Beta:0.917798615371133,Price:13.6,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Song Đa 1.01,ParentCategoryId:345},",upcom/SJC-cong-ty-co-phan-song-da-101.chn,SJC,UPC,345,Cong ty Co phan Song Đa 1.01,CAF,STKVNSJC,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/SJC-cong-ty-co-phan-song-da-101.chn,
"http://s.cafef.vn/hose/SJD-cong-ty-co-phan-thuy-dien-can-don.chn,CenterName:HSX,Symbol:SJD,TradeCenterID:1,ChangePrice:0,VonHoa:1034.9793,ChangeVolume:-53.492859899652643,EPS:2.77224075559772,PE:5.41078547009741,Beta:0.41274134875478,Price:15,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Thuy dien Can Đon,ParentCategoryId:340},",hose/SJD-cong-ty-co-phan-thuy-dien-can-don.chn,SJD,HSX,340,Cong ty Co phan Thuy dien Can Đon,CAF,STKVNSJD,2022-12-30,2022-12-29,,https://s.cafef.vn/hose/SJD-cong-ty-co-phan-thuy-dien-can-don.chn,
"http://s.cafef.vn/hastc/SJE-cong-ty-co-phan-song-da-11.chn,CenterName:HNX,Symbol:SJE,TradeCenterID:2,ChangePrice:8.23045267489712,VonHoa:577.8590238,ChangeVolume:-100,EPS:3.18992515355802,PE:8.24470755079165,Beta:-0.343730725174024,Price:26.3,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Song Đa 11,ParentCategoryId:345},",hastc/SJE-cong-ty-co-phan-song-da-11.chn,SJE,HNX,345,Cong ty Co phan Song Đa 11,CAF,STKVNSJE,2022-12-30,2022-12-29,,https://s.cafef.vn/hastc/SJE-cong-ty-co-phan-song-da-11.chn,
"http://s.cafef.vn/hose/SJF-ctcp-dau-tu-sao-thai-duong.chn,CenterName:HSX,Symbol:SJF,TradeCenterID:1,ChangePrice:-14.659685863874348,VonHoa:258.192,ChangeVolume:-6.2963462316300394,EPS:0.0751626258080808,PE:43.372619901865,Beta:0,Price:3.26,UpdatedDate:\/Date(1671780312385)\/,FullName:CTCP Đau tu Sao Thai Duong,ParentCategoryId:338},",hose/SJF-ctcp-dau-tu-sao-thai-duong.chn,SJF,HSX,338,CTCP Đau tu Sao Thai Duong,CAF,STKVNSJF,2022-12-30,2022-12-29,,https://s.cafef.vn/hose/SJF-ctcp-dau-tu-sao-thai-duong.chn,
"http://s.cafef.vn/upcom/SJG-tong-cong-ty-song-da-cong-ty-co-phan.chn,CenterName:UpCom,Symbol:SJG,TradeCenterID:9,ChangePrice:0,VonHoa:5850,ChangeVolume:0,EPS:3.37747561692222,PE:3.84902852736105,Beta:0,Price:13,UpdatedDate:\/Date(1671780312385)\/,FullName:Tong Cong ty Song Đa - Cong ty co phan,ParentCategoryId:345},",upcom/SJG-tong-cong-ty-song-da-cong-ty-co-phan.chn,SJG,UPC,345,Tong Cong ty Song Đa - Cong ty co phan,CAF,STKVNSJG,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/SJG-tong-cong-ty-song-da-cong-ty-co-phan.chn,
